"측정일자","측정시간","지역","지역명","도로명","시작점","종점","기온","습도","재비산먼지 평균농도","오염범례"
"2025-10-22","14:59","서울","마포구","동교로","서울특별시 마포구 연남동 222-2철","서울특별시 마포구 합정동 450-55전","19","53","21","매우좋음"
"2025-10-22","14:52","서울","마포구","성산로","서울특별시 마포구 망원동 297-2천","서울특별시 마포구 연남동 448-4천","19","52","5","매우좋음"
"2025-10-22","14:36","서울","마포구","독막로","서울특별시 마포구 도화동 293-1도","서울특별시 마포구 합정동 420 도","19","54","15","매우좋음"
"2025-10-22","14:28","서울","마포구","마포대로","서울특별시 마포구 아현동 610-1 도","서울특별시 마포구 마포동 53제","19","54","6","매우좋음"
"2025-10-22","14:18","서울","마포구","신촌로","서울특별시 마포구 동교동 191-2도","서울특별시 서대문구 충정로3가 58-6 도","19","53","6","매우좋음"
"2025-10-22","14:11","서울","마포구","양화로","서울특별시 마포구 합정동 345-1도","서울특별시 마포구 동교동 191-2도","19","52","3","매우좋음"
"2025-10-22","13:57","서울","마포구","월드컵로","경기도 고양시덕양구 덕은동 269-4전","서울특별시 마포구 합정동 422도","19","53","5","매우좋음"
"2025-10-22","11:31","서울","마포구","증산로","서울특별시 마포구 상암동 487-314제","서울특별시 마포구 상암동 1122-3철","17","62","17","매우좋음"
"2025-10-22","14:37","경기","수원시 팔달구","월드컵로","경기도 수원시 팔달구 우만동 산77-8도","경기도 수원시 팔달구 우만동 581도","19","61","6","매우좋음"
"2025-10-22","14:30","경기","수원시 영통구","월드컵로","경기도 수원시 영통구 원천동 626도","경기도 수원시 영통구 원천동 산11-10도","19","62","4","매우좋음"
"2025-10-22","14:02","경기","수원시 영통구","영통로","경기도 수원시 영통구 망포동 678 구","경기도 용인시기흥구 영덕동 861도","19","62","4","매우좋음"
"2025-10-22","13:49","경기","수원시 영통구","권선로","경기도 수원시 영통구 매탄동 1190도","경기도 수원시 영통구 망포동 38-3 도","19","60","3","매우좋음"
"2025-10-22","13:23","경기","수원시 권선구","권선로","경기도 수원시 권선구 호매실동 1436도","경기도 수원시 영통구 매탄동 1190도","19","59","5","매우좋음"
"2025-10-22","12:57","경기","수원시 권선구","매송고색로","경기도 수원시 권선구 세류동 201도","경기도 수원시 권선구 오목천동 산29-4도","19","58","6","매우좋음"
"2025-10-22","12:46","경기","수원시 권선구","오목천로","경기도 수원시 권선구 오목천동 428-10 목","경기도 수원시 권선구 고색동 127-2 답","18","60","5","매우좋음"
"2025-10-22","11:29","경기","수원시 권선구","서부로","경기도 수원시 장안구 이목동 650도","경기도 수원시 권선구 오목천동 722-1 도","18","60","3","매우좋음"
"2025-10-22","11:18","경기","수원시 권선구","금호로","경기도 수원시 권선구 호매실동 470-11임","경기도 수원시 권선구 서둔동 247-14도","17","62","8","매우좋음"
"2025-10-22","11:13","경기","수원시 권선구","매곡로","경기도 수원시 권선구 호매실동 1429-1도","경기도 수원시 권선구 금곡동 233-4도","16","65","16","매우좋음"
"2025-10-22","11:05","경기","수원시 권선구","매실로","경기도 수원시 권선구 호매실동 36-11 답","경기도 수원시 권선구 호매실동 471-3임","17","63","23","매우좋음"
"2025-10-22","10:56","경기","수원시 권선구","금곡로","경기도 수원시 권선구 금곡동 1155도","경기도 수원시 권선구 구운동 358-2답","16","66","5","매우좋음"
"2025-10-22","10:51","경기","수원시 권선구","칠보로","경기도 수원시 권선구 호매실동 1323-3도","경기도 수원시 권선구 금곡동 783-1도","16","64","4","매우좋음"
"2025-10-22","10:41","경기","수원시 권선구","호매실로","경기도 수원시 권선구 고색동 893-74 도","경기도 수원시 권선구 호매실동 1429도","16","65","7","매우좋음"
"2025-10-22","10:23","경기","수원시 권선구","서수원로","경기도 수원시 권선구 당수동 산25-1임","경기도 수원시 권선구 오목천동 756-1 도","16","66","5","매우좋음"
"2025-10-22","15:21","서울","도봉구","마들로","서울특별시 도봉구 창동 796 천","서울특별시 도봉구 도봉동 11-8 답","19","51","73","좋음"
"2025-10-22","14:59","서울","도봉구","해등로","서울특별시 도봉구 쌍문동 509-11도","서울특별시 도봉구 창동 산135-1도","19","53","8","매우좋음"
"2025-10-22","14:53","서울","도봉구","삼양로","쌍문동 424-31천","쌍문동 513-2대","19","51","2","매우좋음"
"2025-10-22","14:29","서울","도봉구","도봉로","서울특별시 도봉구 도봉동 368-2 도","서울특별시 도봉구 창동 737-1 천","20","49","7","매우좋음"
"2025-10-22","14:04","서울","도봉구","도당로","서울특별시 도봉구 쌍문동 20-7도","서울특별시 도봉구 방학동 726-65 도","19","49","41","매우좋음"
"2025-10-22","13:48","서울","도봉구","방학로","서울특별시 도봉구 방학동 18-5천","서울특별시 강북구 우이동 산103-1도","21","45","6","매우좋음"
"2025-10-22","13:31","서울","도봉구","노해로","서울특별시 도봉구 쌍문동 358-7도","서울특별시 도봉구 창동 21-1천","19","50","2","매우좋음"
"2025-10-22","13:20","서울","도봉구","덕릉로","서울특별시 도봉구 창동 756-164 천","서울특별시 도봉구 창동 737-8천","20","49","9","매우좋음"
"2025-10-22","12:51","서울","광진구","광나루로","서울특별시 광진구 구의동 562천","서울특별시 광진구 군자동 355-9 도","19","51","6","매우좋음"
"2025-10-22","12:33","서울","광진구","천호대로","서울특별시 광진구 중곡동 680-16제","서울특별시 광진구 광장동 557-1천","18","53","4","매우좋음"
"2025-10-22","12:19","서울","광진구","자양로","서울특별시 광진구 자양동 753-2도","서울특별시 광진구 구의동 84-2도","18","52","8","매우좋음"
"2025-10-22","12:04","서울","광진구","구의강변로","서울특별시 광진구 구의동 200-10 도","서울특별시 광진구 구의동 625-4도","17","55","66","좋음"
"2025-10-22","11:43","서울","광진구","뚝섬로","서울특별시 광진구 자양동 203-22 도","서울특별시 광진구 구의동 607 도","17","54","12","매우좋음"
"2025-10-22","11:24","서울","광진구","동일로","서울특별시 광진구 중곡동 587-1도","서울특별시 광진구 중곡동 263-1 도","18","53","36","매우좋음"
"2025-10-22","11:05","서울","광진구","긴고랑로","서울특별시 광진구 중곡동 263-1 도","서울특별시 광진구 중곡동 143-146 공","17","57","3","매우좋음"
"2025-10-22","10:56","서울","광진구","용마산로","서울특별시 광진구 중곡동 606-1 도","서울특별시 광진구 중곡동 272-14 도","16","58","3","매우좋음"
"2025-10-22","10:44","서울","광진구","능동로","서울특별시 광진구 자양동 71-2제","서울특별시 광진구 중곡동 298-1 도","16","59","124","보통"
"2025-10-22","10:26","서울","광진구","아차산로","서울특별시 광진구 광장동 2-6임","서울특별시 광진구 자양동 23-11구","15","60","8","매우좋음"
"2025-10-22","14:58","경남","하동군","산업로","전라남도 광양시 태인동","경상남도 하동군 금남면 계천리 357-2도","21","57","2","매우좋음"
"2025-10-22","11:22","경남","고성군","송학로","경상남도 고성군 고성읍 교사리 374-2도","경상남도 고성군 고성읍 송학리 236-1도","21","61","10","매우좋음"
"2025-10-22","15:52","경북","영천시","시장로","경상북도 영천시 금노동 527-3제","경상북도 영천시 완산동 499-26답","17","72","115","보통"
"2025-10-22","15:47","경북","영천시","완산로","경상북도 영천시 완산동 933-3도","경상북도 영천시 문외동 43-2 도","17","74","133","보통"
"2025-10-22","15:43","경북","영천시","영화로","경상북도 영천시 조교동 695-4 도","경상북도 영천시 금노동 684-1도","17","74","26","매우좋음"
"2025-10-22","15:37","경북","영천시","강변로","경상북도 영천시 성내동 398 도","경상북도 영천시 완산동 1323 천","17","73","17","매우좋음"
"2025-10-22","15:24","경북","영천시","최무선로","경상북도 영천시 문외동 54-2 도","경상북도 영천시 금호읍 원제리 산58-5도","17","74","31","매우좋음"
"2025-10-22","15:19","경북","영천시","호국로","경상북도 영천시 고경면 청정리 168-3 도","경상북도 영천시 문외동 43-2 도","17","76","38","매우좋음"
"2025-10-22","15:13","경북","영천시","망정로","경상북도 영천시 조교동 895-1구","경상북도 영천시 망정동 산14-8 임","17","75","13","매우좋음"
"2025-10-22","14:12","경북","경산시","경안로","경상북도 경산시 대정동 48-3도","경상북도 경산시 백천동 617도","18","72","8","매우좋음"
"2025-10-22","14:09","경북","경산시","대학로","경상북도 경산시 하양읍 금락리 442 대","경상북도 경산시 중산동 607도","18","71","6","매우좋음"
"2025-10-22","14:05","경북","경산시","경산로","경상북도 경산시 옥곡동 842도","경상북도 경산시 중산동 144-2도","18","71","5","매우좋음"
"2025-10-22","14:02","경북","경산시","중앙로","경상북도 경산시 중방동 871 도","경상북도 경산시 사정동 84-1철","18","70","5","매우좋음"
"2025-10-22","12:10","경북","구미시","첨단기업5로","경상북도 구미시 산동면 신당리 1341도","경상북도 구미시 산동면 봉산리 524도","17","71","4","매우좋음"
"2025-10-22","12:05","경북","구미시","첨단기업7로","경상북도 구미시 산동면 신당리 1369도","경상북도 구미시 산동면 신당리 1371도","17","71","4","매우좋음"
"2025-10-22","12:02","경북","구미시","첨단기업로","경상북도 구미시 금전동 780 도","경상북도 구미시 산동면 봉산리 524도","17","71","5","매우좋음"
"2025-10-22","11:59","경북","구미시","첨단기업1로","경상북도 구미시 산동면 봉산리 615도","경상북도 구미시 산동면 봉산리 628 도","18","70","4","매우좋음"
"2025-10-22","11:36","경북","구미시","송원서로","경상북도 구미시 송정동 20-5 도","경상북도 구미시 원평동 1107도","18","64","3","매우좋음"
"2025-10-22","11:11","경북","구미시","박정희로","경상북도 구미시 오태동 산89-24도","경상북도 구미시 송정동 1-81 도","17","69","4","매우좋음"
"2025-10-22","11:03","경북","구미시","백산로","경상북도 구미시 원평동 457-3도","경상북도 구미시 송정동 519도","17","68","3","매우좋음"
"2025-10-22","10:55","경북","구미시","신시로","경상북도 구미시 형곡동 229-3도","경상북도 구미시 송정동 1-81 도","17","68","3","매우좋음"
"2025-10-22","10:48","경북","구미시","형곡중앙로","경상북도 구미시 형곡동 229도","경상북도 구미시 형곡동 228도","17","69","25","매우좋음"
"2025-10-22","10:38","경북","구미시","형곡로","경상북도 구미시 형곡동 227도","경상북도 구미시 형곡동 229-3도","17","68","7","매우좋음"
"2025-10-22","10:32","경북","구미시","새마을로","경상북도 구미시 광평동 산29-6임","경상북도 구미시 형곡동 229-3도","17","68","3","매우좋음"
"2025-10-22","10:27","경북","구미시","구미대로","경상북도 구미시 임은동 244-1도","경상북도 구미시 신평동 131-10 도","17","68","3","매우좋음"
"2025-10-22","10:23","경북","구미시","금오대로","경상북도 구미시 오태동 781-1도","경상북도 구미시 임은동 244-1도","16","67","5","매우좋음"
"2025-10-22","10:13","경북","칠곡군","금오대로","경상북도 칠곡군 약목면 복성리 429-3 도","경상북도 칠곡군 북삼읍 인평리 1122 도","17","67","8","매우좋음"
"2025-10-22","09:52","경북","칠곡군","관문로","경상북도 칠곡군 왜관읍 왜관리 782-22 도","경상북도 칠곡군 왜관읍 매원리 655-3 도","16","69","4","매우좋음"
"2025-10-22","09:46","경북","칠곡군","중앙로","경상북도 칠곡군 왜관읍 왜관리 1552 도","경상북도 칠곡군 약목면 관호리 877-1 도","16","69","8","매우좋음"
"2025-10-22","14:01","경기","안산시 상록구","안산대학로","경기도 안산시상록구 본오동 875-2도","경기도 안산시상록구 일동 634도","19","57","3","매우좋음"
"2025-10-22","13:50","경기","안산시 상록구","도매시장로","경기도 안산시상록구 일동 602-37도","경기도 안산시상록구 이동 568도","19","57","154","나쁨"
"2025-10-22","13:37","경기","안산시 상록구","광덕1로","경기도 안산시상록구 이동 757천","경기도 안산시상록구 이동 726도","19","55","1","매우좋음"
"2025-10-22","13:26","경기","안산시 단원구","광덕1로","경기도 안산시단원구 초지동 793 도","경기도 안산시단원구 고잔동 785천","19","55","2","매우좋음"
"2025-10-22","13:22","경기","안산시 단원구","초지1로","경기도 안산시단원구 초지동 781도","경기도 안산시단원구 초지동 793 도","19","55","4","매우좋음"
"2025-10-22","13:08","경기","안산시 단원구","안산천남로","경기도 안산시단원구 고잔동 554-2도","경기도 안산시단원구 초지동 784도","19","54","3","매우좋음"
"2025-10-22","11:59","경기","안산시 단원구","광덕동로","경기도 안산시단원구 고잔동 827도","경기도 안산시단원구 고잔동 823도","18","57","3","매우좋음"
"2025-10-22","11:50","경기","안산시 단원구","광덕서로","경기도 안산시단원구 고잔동 789도","경기도 안산시단원구 고잔동 811도","18","56","6","매우좋음"
"2025-10-22","11:35","경기","안산시 단원구","고잔로","경기도 안산시단원구 고잔동 570-2천","경기도 안산시단원구 고잔동 544도","17","56","4","매우좋음"
"2025-10-22","11:18","경기","안산시 상록구","석호로","경기도 안산시상록구 본오동 828-17도","경기도 안산시상록구 이동 725도","17","58","7","매우좋음"
"2025-10-22","10:59","경기","안산시 상록구","오목로","경기도 안산시상록구 본오동 828-13도","경기도 안산시상록구 본오동 995도","16","60","5","매우좋음"
"2025-10-22","10:55","경기","안산시 상록구","각골로","경기도 안산시상록구 본오동 1145-19도","경기도 안산시상록구 본오동 1171 도","16","60","4","매우좋음"
"2025-10-22","10:43","경기","안산시 상록구","이호로","경기도 안산시상록구 본오동 995도","경기도 안산시상록구 본오동 881-77도","15","66","13","매우좋음"
"2025-10-22","10:36","경기","안산시 상록구","선진로","경기도 안산시상록구 사동 1628도","경기도 안산시상록구 사동 1628도","14","67","8","매우좋음"
"2025-10-22","10:21","경기","안산시 상록구","항가울로","경기도 안산시상록구 성포동 679-9도","경기도 안산시상록구 사동 1628도","15","65","5","매우좋음"
"2025-10-23","16:09","서울","마포구","성암로","서울특별시 마포구 연남동 448-4천","서울특별시 마포구 상암동 862전","20","58","9","매우좋음"
"2025-10-23","15:54","서울","마포구","잔다리로","서울특별시 마포구 서교동 406도","서울특별시 마포구 성산동 245-23도","20","57","4","매우좋음"
"2025-10-23","15:40","서울","마포구","창전로","서울특별시 마포구 신정동 92-3 도","서울특별시 마포구 창전동 12-34 도","20","57","1","매우좋음"
"2025-10-23","15:33","서울","마포구","서강로","서울특별시 마포구 노고산동 31-123도","서울특별시 마포구 신정동 146-3도","21","56","2","매우좋음"
"2025-10-23","15:23","서울","마포구","백범로","서울특별시 마포구 신공덕동 148-51 도","서울특별시 마포구 노고산동 31-123도","21","56","6","매우좋음"
"2025-10-23","15:01","서울","마포구","대흥로","서울특별시 마포구 대흥동 3-63도","서울특별시 마포구 용강동 495-4 제","21","58","7","매우좋음"
"2025-10-23","14:44","서울","마포구","만리재로","서울특별시 마포구 공덕동 237-9 도","서울특별시 마포구 공덕동 1-110 도","21","57","2","매우좋음"
"2025-10-23","14:26","서울","마포구","토정로","서울특별시 마포구 합정동 139-21 잡","서울특별시 마포구 마포동 33-18도","20","57","11","매우좋음"
"2025-10-23","13:56","서울","마포구","월드컵북로","서울특별시 마포구 상암동 655도","서울특별시 마포구 동교동 192-5도","21","58","3","매우좋음"
"2025-10-23","14:20","경기","수원시 영통구","에듀타운로","경기도 수원시 영통구 이의동 1381-22도","경기도 수원시 영통구 이의동 1381도","20","59","2","매우좋음"
"2025-10-23","14:08","경기","수원시 영통구","광교호수로","경기도 수원시 영통구 하동 72-1도","경기도 수원시 영통구 원천동 626도","20","63","4","매우좋음"
"2025-10-23","13:55","경기","수원시 영통구","센트럴파크로","경기도 수원시 영통구 이의동 1379-5도","경기도 수원시 영통구 하동 1044-2도","20","60","2","매우좋음"
"2025-10-23","13:50","경기","수원시 영통구","센트럴타운로","경기도 수원시 영통구 이의동 1381-23도","경기도 수원시 영통구 이의동 342-1전","20","63","4","매우좋음"
"2025-10-23","13:46","경기","수원시 영통구","법조로","경기도 용인시수지구 상현동 916도","경기도 수원시 영통구 하동 1046-2도","19","64","4","매우좋음"
"2025-10-23","13:36","경기","수원시 영통구","광교중앙로","경기도 수원시 영통구 원천동 620-14도","경기도 용인시수지구 상현동 1066도","20","62","3","매우좋음"
"2025-10-23","13:31","경기","수원시 영통구","동수원로","경기도 수원시 영통구 매탄동 910도","경기도 수원시 영통구 원천동 620-14도","20","60","2","매우좋음"
"2025-10-23","13:30","경기","수원시 팔달구","동수원로","경기도 수원시 영통구 매탄동 1190도","경기도 수원시 영통구 매탄동 926-21 도","21","60","3","매우좋음"
"2025-10-23","13:21","경기","수원시 권선구","동수원로","경기도 수원시 권선구 대황교동 4-2대","경기도 수원시 영통구 매탄동 1190도","20","60","5","매우좋음"
"2025-10-23","13:03","경기","수원시 권선구","정조로","경기도 수원시 권선구 세류동 1033-3도","경기도 수원시 권선구 대황교동 104-3도","20","60","8","매우좋음"
"2025-10-23","11:59","경기","수원시 팔달구","인계로","경기도 수원시 영통구 매탄동 950-1도","경기도 수원시 팔달구 매교동 220도","19","64","3","매우좋음"
"2025-10-23","11:53","경기","수원시 영통구","인계로","경기도 수원시 영통구 매탄동 916 도","경기도 수원시 영통구 매탄동 950-1도","20","62","2","매우좋음"
"2025-10-23","11:32","경기","수원시 팔달구","효원로","경기도 수원시 팔달구 매산로3가 5-6도","경기도 수원시 영통구 매탄동 1329도","19","64","19","매우좋음"
"2025-10-23","11:20","경기","수원시 권선구","수인로","경기도 수원시 권선구 당수동 143-1도","경기도 수원시 권선구 서둔동 9-23도","19","65","1","매우좋음"
"2025-10-23","11:18","경기","수원시 권선구","수성로","경기도 수원시 권선구 서둔동 279-1도","경기도 수원시 권선구 구운동 547도","19","64","3","매우좋음"
"2025-10-23","11:14","경기","수원시 팔달구","수성로","경기도 수원시 팔달구 화서동 360-1도","경기도 수원시 팔달구 화서동 360-1도","19","65","4","매우좋음"
"2025-10-23","11:06","경기","수원시 장안구","수성로","경기도 수원시 장안구 조원동 533-11도","경기도 수원시 장안구 정자동 109-38도","19","66","7","매우좋음"
"2025-10-23","10:43","경기","수원시 영통구","웰빙타운로","경기도 수원시 영통구 이의동 1373-1도","경기도 수원시 영통구 이의동 1373-12도","17","71","2","매우좋음"
"2025-10-23","10:39","경기","수원시 영통구","대학로","경기도 수원시 영통구 이의동 912-12도","경기도 수원시 영통구 이의동 1373-4도","17","70","2","매우좋음"
"2025-10-23","14:44","서울","금천구","범안로","서울특별시 금천구 독산동 1085도","서울특별시 금천구 독산동 1081-16도","20","52","2","매우좋음"
"2025-10-23","14:32","서울","금천구","가산디지털1로","서울특별시 금천구 가산동 515-13구","서울특별시 금천구 가산동 677도","20","52","4","매우좋음"
"2025-10-23","14:21","서울","금천구","가산디지털2로","서울특별시 금천구 가산동 338-10도","서울특별시 금천구 가산동 481-12 도","21","51","2","매우좋음"
"2025-10-23","14:14","서울","금천구","안양천로","서울특별시 금천구 독산동 779-5 도","서울특별시 금천구 독산동 1091도","20","53","3","매우좋음"
"2025-10-23","14:03","서울","금천구","금하로","서울특별시 금천구 시흥동 1010-14도","서울특별시 금천구 시흥동 784-7천","20","54","8","매우좋음"
"2025-10-23","13:56","서울","금천구","은행나무로","서울특별시 금천구 시흥동 1000-92도","서울특별시 금천구 시흥동 1000-124도","21","52","5","매우좋음"
"2025-10-23","13:40","서울","금천구","독산로","서울특별시 금천구 독산동 996도","서울특별시 금천구 시흥동 1000-92도","20","54","26","매우좋음"
"2025-10-23","13:35","서울","금천구","문성로","서울특별시 금천구 독산동 906-42도","서울특별시 금천구 독산동 995-5도","19","56","4","매우좋음"
"2025-10-23","13:27","서울","금천구","남부순환로","서울특별시 구로구 구로동 699-17 철","서울특별시 구로구 구로동 141-7 도","20","53","50","매우좋음"
"2025-10-23","13:22","서울","금천구","벚꽃로","서울특별시 금천구 시흥동 113-192 철","서울특별시 금천구 가산동 3-20도","21","52","18","매우좋음"
"2025-10-23","12:16","서울","금천구","시흥대로","서울특별시 관악구 신림동 1674-6도","서울특별시 금천구 시흥동 1001-42도","21","53","9","매우좋음"
"2025-10-23","12:09","서울","동작구","시흥대로","신대방동 565","신대방동 702-1","21","52","289","매우나쁨"
"2025-10-23","12:01","서울","동작구","여의대방로","서울특별시 동작구 대방동 498천","서울특별시 동작구 신대방동 551-8도","20","54","20","매우좋음"
"2025-10-23","11:54","서울","동작구","노량진로","서울특별시 동작구 본동 475-1도","서울특별시 동작구 대방동 117-7도","20","55","16","매우좋음"
"2025-10-23","11:48","서울","동작구","현충로","서울특별시 동작구 동작동 126-12천","서울특별시 동작구 본동 10-40도","19","57","5","매우좋음"
"2025-10-23","11:03","서울","동작구","동작대로","사당동 588-45","동작동 326","19","58","9","매우좋음"
"2025-10-23","10:59","서울","동작구","남부순환로","서울특별시 관악구 봉천동 1693-39도","서울특별시 동작구 사당동 1112도","17","61","4","매우좋음"
"2025-10-23","10:40","서울","동작구","사당로","서울특별시 동작구 상도동 514 도","서울특별시 동작구 사당동 144-4도","18","60","7","매우좋음"
"2025-10-23","10:22","서울","동작구","상도로","서울특별시 동작구 대방동 466-51도","서울특별시 동작구 상도동 124 도","17","61","4","매우좋음"
"2025-10-23","10:04","서울","동작구","장승배기로","서울특별시 동작구 노량진동 60-11도","서울특별시 동작구 상도동 208-4도","17","63","3","매우좋음"
"2025-10-23","15:56","전남","여수시","예울마루로","전라남도 여수시 웅천동 1758 도","전라남도 여수시 시전동 1002 대","22","53","7","매우좋음"
"2025-10-23","15:53","전남","여수시","웅천로","전라남도 여수시 웅천동","전라남도 여수시 웅천동 1859-2 도","22","54","3","매우좋음"
"2025-10-23","15:44","전남","여수시","신월로","전라남도 여수시 신기동 78도","전라남도 여수시 서교동 652도","22","55","2","매우좋음"
"2025-10-23","15:40","전남","여수시","새터로","전라남도 여수시 신기동 172도","전라남도 여수시 신기동 78도","22","54","5","매우좋음"
"2025-10-23","14:30","전남","순천시","중앙로","전라남도 순천시 장천동 87-1도","전라남도 순천시 가곡동 940 도","23","48","2","매우좋음"
"2025-10-23","14:25","전남","순천시","장명로","전라남도 순천시 장천동 87-1도","전라남도 순천시 장천동 87-1도","23","48","30","매우좋음"
"2025-10-23","14:19","전남","순천시","강남로","전라남도 순천시 풍덕동 1297도","전라남도 순천시 중앙동 52-1도","23","47","7","매우좋음"
"2025-10-23","14:07","전남","순천시","남승룡로","전라남도 순천시 연향동 1299-2 도","전라남도 순천시 덕월동 349 도","23","48","35","매우좋음"
"2025-10-23","14:04","전남","순천시","팔마로","전라남도 순천시 장천동 87-1도","전라남도 순천시 연향동 850-2도","23","48","2","매우좋음"
"2025-10-23","13:59","전남","순천시","충효로","전라남도 순천시 조례동 1233-1도","전라남도 순천시 연향동 1304-51도","24","46","2","매우좋음"
"2025-10-23","13:50","전남","순천시","순광로","전라남도 순천시 해룡면 복성리 603-4도","전라남도 순천시 조례동 1224-1도","22","51","1","매우좋음"
"2025-10-23","12:28","전남","광양시","중동로","전라남도 광양시 중동 1477도","전라남도 광양시 중동 1784도","22","53","2","매우좋음"
"2025-10-23","12:20","전남","광양시","광장로","전라남도 광양시 중동 1615도","전라남도 광양시 중동 1615도","23","52","75","좋음"
"2025-10-23","12:16","전남","광양시","오류로","전라남도 광양시 중동 1695도","전라남도 광양시 중동 1335도","22","54","8","매우좋음"
"2025-10-23","12:08","전남","광양시","중마중앙로","전라남도 광양시 중동 1820 도","전라남도 광양시 마동 1063임","23","54","2","매우좋음"
"2025-10-23","11:52","전남","광양시","중마로","전라남도 광양시 중동 1807 도","전라남도 광양시 마동 1125 도","22","56","4","매우좋음"
"2025-10-23","10:44","경남","진주시","동진로","경상남도 진주시 칠암동 409도","경상남도 진주시 문산읍 소문리 575 도","20","66","6","매우좋음"
"2025-10-23","10:29","경남","진주시","진주대로","경상남도 진주시 명석면 외율리 1105 도","경상남도 진주시 정촌면 예하리 1235-3구","20","65","5","매우좋음"
"2025-10-23","10:18","경남","진주시","평거로","경상남도 진주시 평거동 215-1 도","경상남도 진주시 이현동 551 구","19","68","9","매우좋음"
"2025-10-23","10:12","경남","진주시","새평거로","경상남도 진주시 평거동 1126 도","경상남도 진주시 평거동 215-1 도","19","68","13","매우좋음"
"2025-10-23","09:50","경남","진주시","진양호로","경상남도 진주시 옥봉동 809도","경상남도 진주시 판문동 1251-3 도","19","68","5","매우좋음"
"2025-10-23","09:40","경남","진주시","공단로","경상남도 진주시 상평동 55-41도","경상남도 진주시 상평동 283-1도","18","70","7","매우좋음"
"2025-10-23","09:21","경남","진주시","대신로","경상남도 진주시 미천면 효자리 산76-1 도","경상남도 진주시 호탄동 산134-14 도","19","71","3","매우좋음"
"2025-10-23","15:53","충북","충주시","번영대로","충청북도 충주시 연수동 76-7 도","충청북도 충주시 칠금동 145-6 도","21","51","14","매우좋음"
"2025-10-23","15:43","충북","충주시","계명대로","충청북도 충주시 칠금동 188-9도","충청북도 충주시 연수동 1754 도","21","50","10","매우좋음"
"2025-10-23","15:37","충북","충주시","중원대로","충청북도 충주시 수안보면 화천리 산23임","충청북도 충주시 신니면 광월리 777-1도","22","51","16","매우좋음"
"2025-10-23","15:31","충북","충주시","국원대로","충청북도 충주시 용탄동 1138도","충청북도 충주시 문화동 572도","21","51","11","매우좋음"
"2025-10-23","13:46","충북","제천시","용두대로","충청북도 제천시 하소동 342 도","충청북도 제천시 봉양읍 봉양리 724-39 도","19","54","11","매우좋음"
"2025-10-23","13:26","충북","제천시","의림대로","충청북도 제천시 송학면 도화리 산10-13임","충청북도 제천시 화산동 260도","19","55","14","매우좋음"
"2025-10-23","11:33","충북","단양군","단양로","충청북도 단양군 매포읍 김산리 243-7도","충청북도 단양군 대강면 당동리 26-5도","18","63","6","매우좋음"
"2025-10-23","11:28","충북","단양군","평동로","충청북도 단양군 매포읍 평동리 35-1도","충청북도 단양군 매포읍 평동리 1269도","18","63","28","매우좋음"
"2025-10-23","11:09","충북","단양군","삼봉로","충청북도 단양군 단양읍 상진리 1018도","충청북도 단양군 매포읍 하괴리 440도","17","69","15","매우좋음"
"2025-10-23","14:47","경기","안산시 단원구","한양대학로","경기도 안산시단원구 고잔동 554-2도","경기도 안산시단원구 고잔동 847천","20","60","6","매우좋음"
"2025-10-23","14:30","경기","안산시 단원구","적금로","경기도 안산시단원구 고잔동 630도","경기도 안산시단원구 고잔동 784도","21","57","3","매우좋음"
"2025-10-23","14:21","경기","안산시 단원구","당곡로","경기도 안산시단원구 고잔동 554-2도","경기도 안산시단원구 고잔동 678도","20","60","11","매우좋음"
"2025-10-23","14:10","경기","안산시 단원구","예술대학로","경기도 안산시단원구 고잔동 643-20도","경기도 안산시단원구 고잔동 554-2도","20","59","6","매우좋음"
"2025-10-23","14:01","경기","안산시 상록구","안산천서로","경기도 안산시상록구 월피동 536-44도","경기도 안산시상록구 월피동 536-44도","19","61","3","매우좋음"
"2025-10-23","13:54","경기","안산시 단원구","안산천서로","경기도 안산시단원구 고잔동 554-2도","경기도 안산시단원구 고잔동 570-1도","19","63","3","매우좋음"
"2025-10-23","13:43","경기","안산시 상록구","안산천동로","경기도 안산시상록구 월피동 536도","경기도 안산시상록구 이동 614-26도","19","62","6","매우좋음"
"2025-10-23","11:59","경기","안산시 상록구","월피로","경기도 안산시상록구 월피동 536-46도","경기도 안산시상록구 월피동 536-1도","19","63","2","매우좋음"
"2025-10-23","11:50","경기","안산시 상록구","예술광장1로","경기도 안산시상록구 성포동 679-11도","경기도 안산시상록구 성포동 679-11도","19","62","2","매우좋음"
"2025-10-23","11:33","경기","안산시 단원구","광덕대로","경기도 안산시단원구 고잔동 847천","경기도 안산시단원구 고잔동 554도","19","61","1","매우좋음"
"2025-10-23","11:21","경기","안산시 단원구","광덕2로","경기도 안산시단원구 초지동 793 도","경기도 안산시단원구 고잔동 845도","19","63","3","매우좋음"
"2025-10-23","11:07","경기","안산시 단원구","광덕3로","경기도 안산시단원구 고잔동 831천","경기도 안산시단원구 초지동 793 도","19","61","4","매우좋음"
"2025-10-23","11:02","경기","안산시 상록구","광덕3로","경기도 안산시상록구 이동 726도","경기도 안산시상록구 이동 759천","19","63","3","매우좋음"
"2025-10-23","10:54","경기","안산시 상록구","삼리로","경기도 안산시상록구 사동 1609도","경기도 안산시상록구 사동 1605도","18","65","9","매우좋음"
